sa2_code_2011,sa2_name,Meter count - 2010 (no.),Meter count - 2011 (no.),Meter count - 2012 (no.),Mean - 2010 (kWh),Mean - 2011 (kWh),Mean - 2012 (kWh),Lowest quintile - 2010 (kWh),Lowest quintile - 2011 (kWh),Lowest quintile - 2012 (kWh),Second quintile - 2010 (kWh),Second quintile - 2011 (kWh),Second quintile - 2012 (kWh),Third quintile - 2010 (kWh),Third quintile - 2011 (kWh),Third quintile - 2012 (kWh),Fourth quintile - 2010 (kWh),Fourth quintile - 2011 (kWh),Fourth quintile - 2012 (kWh),Highest quintile - 2010 (kWh),Highest quintile - 2011 (kWh),Highest quintile - 2012 (kWh),Median - 2010 (kWh),Median - 2011 (kWh),Median - 2012 (kWh),Predominant climate zone (d)
319021504,Gin Gin,93,200,381,5013,4851,4871,1491,1582,1499,3203,3416,3219,4287,4284,4350,5849,5797,5915,10009,9175,9314,4194,4290,4327,2
319021505,Kingaroy,128,381,608,5611,5424,5311,2124,2225,2167,3701,3707,3631,4936,4927,4755,6546,6270,6200,10588,9931,9771,4920,4928,4805,5
319021506,Kingaroy Region - North,73,219,464,5207,5006,4930,2407,1992,1807,3686,3556,3271,4531,4675,4539,6286,6158,5955,8894,8578,9046,4566,4656,4515,5
319021507,Kingaroy Region - South,27,73,122,5938,5492,5269,1179,1976,1359,3286,4015,3626,5067,5261,4752,6344,6352,6090,12648,9606,10327,5362,5355,4702,5
319021508,Monto - Eidsvold,34,82,147,5875,5454,5441,3162,2897,2665,4592,3919,3853,5217,4910,4888,6700,6011,6061,9315,9326,9611,5261,4959,4856,3
319021509,Nanango,199,535,810,5143,4771,4391,1949,1666,1558,3675,3244,2978,4714,4475,4002,6080,5662,5216,9216,8807,8199,4678,4461,3952,5
319021510,North Burnett,,,3,,,5253,,,,,,,,,,,,,,,,,,5437,2
319031511,Cooloola,192,521,811,4684,4491,4307,1793,1587,1525,3260,2991,2874,4303,3988,3852,5499,5246,4987,8476,8604,8271,4363,4029,3849,2
319031512,Gympie - North,178,522,872,5555,5432,5174,2234,2080,1985,3822,3738,3551,5041,4885,4666,6525,6471,6151,10048,9947,9494,5034,4899,4630,2
319031513,Gympie - South,130,351,560,6309,5729,5878,2663,2269,2307,4439,3987,3979,5888,5250,5307,7606,6758,7037,10948,10315,10758,5851,5359,5304,2
319031514,Gympie Region,413,998,1606,5659,5552,5446,1924,1816,1814,3731,3560,3575,4946,4914,4919,6657,6647,6560,10982,10799,10348,4906,4872,4907,2
319031515,Kilkivan,58,147,252,4884,4932,4707,1660,1783,1717,3132,3345,3165,4371,4407,4340,5662,6014,5553,9285,8990,8689,4470,4298,4365,2
319041516,Booral - River Heads,134,246,368,6071,5919,5372,2689,2226,2062,4452,3958,3668,5738,5142,4638,7311,7162,6374,10038,11002,10062,5747,5093,4617,2
319041517,Craignish - Dundowran Beach,195,388,514,6067,6067,5601,2510,2431,2118,4213,3864,3715,5439,5419,5052,7318,7207,6782,10857,11360,10305,5383,5395,5048,2
319041518,Pialba - Eli Waters,360,920,1294,4513,4175,4060,1850,1763,1641,2890,2790,2656,3915,3698,3484,5238,4786,4606,8673,7837,7904,3861,3711,3445,2
319041519,Point Vernon,158,357,542,4377,4252,4198,1669,1685,1697,3018,2901,2904,4068,3971,3764,5379,5122,4992,7659,7537,7604,4073,3898,3774,2
319041520,Torquay - Scarness - Kawungan,258,654,1016,5401,4957,4711,2180,1954,1883,3604,3319,3148,4829,4302,4055,6229,5814,5461,10091,9374,8984,4918,4289,4059,2
319041521,Urangan - Wondunna,321,661,959,5448,4938,4910,2099,1841,1881,3552,3156,3074,4797,4257,4245,6550,5807,5838,10168,9595,9498,4750,4265,4246,2
319051522,Burrum - Fraser,312,611,863,4672,4640,4338,1549,1832,1639,3206,3118,2903,4270,4071,3846,5598,5289,4922,8681,8855,8363,4213,4087,3870,2
319051523,Granville,86,151,231,5305,4953,4691,1535,1650,1866,3778,3371,3251,5088,4538,4360,6553,6142,5691,9335,8934,8211,5241,4357,4353,2
319051524,Maryborough (Qld),236,554,881,4864,4735,4771,1974,1716,1761,3418,3047,3114,4267,4151,4233,5494,5660,5584,9079,9074,9137,4233,4147,4208,2
319051525,Maryborough Region - South,171,404,667,4391,4112,3905,1348,1088,1096,2914,2661,2500,4045,3856,3629,5461,5014,4756,8080,7904,7519,4046,3832,3599,2
319051526,Tinana,118,280,472,5575,5589,5408,2410,2074,2123,3945,3766,3725,5078,5025,4913,6210,6728,6482,10081,10353,9755,5141,5048,4968,2
401011001,Adelaide,95,134,187,4080,4204,4406,1379,1352,1270,2081,2187,2200,2799,2987,3156,4398,4576,4730,9744,9815,10543,2706,3090,3126,5
401011002,North Adelaide,70,140,201,6310,5735,5930,1417,1643,1766,3019,3205,3453,5166,4698,4942,7557,6493,7007,14393,12639,12325,5228,4702,4808,5
401021003,Adelaide Hills,150,389,645,6731,7166,6768,2787,2800,2727,4591,4876,4600,5834,6340,6118,7341,8269,7793,12769,13422,12527,5846,6312,6165,6
401021004,Aldgate - Stirling,350,695,1129,7410,7334,7110,2518,2560,2535,4627,4727,4615,6264,6412,6300,8262,8566,8282,15381,14406,13799,6325,6402,6320,6
401021005,Hahndorf - Echunga,99,206,343,8026,7769,7100,2556,2516,2524,4659,4495,4405,6189,6244,6082,8710,8660,8003,17122,16712,14407,6193,6358,6131,6
401021006,Lobethal - Woodside,203,457,764,6091,6669,6564,2357,2607,2572,4237,4522,4430,5440,5872,5777,6746,7487,7482,11568,12799,12535,5461,5852,5800,6
401021007,Mount Barker,378,827,1284,6256,6542,6090,2518,2489,2332,4313,4373,4042,5658,5995,5442,7437,7946,7330,11295,11876,11290,5575,5990,5402,6
401021008,Mount Barker Region,240,451,651,6133,6155,6006,2184,2250,2233,4242,4122,4005,5606,5633,5255,7484,7326,7123,11148,11385,11370,5514,5589,5234,6
401021009,Nairne,135,269,396,5997,5895,5790,2284,2353,2217,4188,4086,3970,5734,5445,5223,6994,7143,6946,10786,10384,10534,5839,5486,5224,6
401021010,Uraidla - Summertown,129,263,450,6355,6894,6906,2539,2613,2626,4104,4604,4737,5444,6254,6243,7045,8081,8145,12494,12826,12777,5438,6245,6207,6
401031011,Burnside - Wattle Park,258,648,1106,5827,5686,5849,2007,2218,2156,3781,3642,3661,5009,4831,5003,6609,6412,6629,11642,11295,11768,5004,4824,4986,5
401031012,Glenside - Beaumont,163,380,605,6610,6163,6318,2418,2171,2094,4159,3986,3873,5798,5445,5402,7788,7081,7367,12733,12135,12852,5864,5475,5429,5
401031013,Toorak Gardens,209,471,841,5857,5476,5568,1950,1974,1912,3578,3428,3413,5110,4801,4857,6861,6510,6685,11693,10612,10940,5115,4844,4824,5
401041014,Athelstone,135,326,618,4920,4616,4493,1848,1587,1675,3069,2809,2794,3914,4063,3944,5877,5530,5333,9895,9023,8691,3844,4071,3914,5
401041015,Paradise - Newton,244,665,1178,4517,4177,4133,1429,1454,1624,2744,2627,2643,3953,3725,3581,5426,5078,4933,8969,8000,7872,3945,3713,3590,5
401041016,Rostrevor - Magill,285,728,1246,4770,4641,4636,1875,1657,1630,3132,2915,2954,4303,4089,4077,5679,5521,5499,8862,9001,9004,4248,4158,4052,5
401051017,Norwood (SA),104,234,389,5232,5128,4993,1655,1811,1696,3137,3224,3122,4333,4415,4368,6151,6158,5986,10716,9964,9752,4314,4377,4347,5
401051018,Payneham - Felixstow,193,393,697,4513,4351,4385,1902,1599,1691,3167,2846,2797,4040,3783,3839,5085,5063,5146,8292,8420,8429,4023,3788,3830,5
401051019,St Peters - Marden,225,478,746,5111,5401,5550,1573,1772,1753,2998,3238,3256,4206,4484,4526,5956,6179,6373,10821,11284,11799,4217,4486,4525,5
401061020,Nailsworth - Broadview,89,229,347,5269,5229,4813,1475,1513,1627,3358,3066,2939,4774,4387,4163,6139,6561,5703,10388,10539,9574,4835,4323,4122,5
401061021,Prospect,193,517,840,4275,4523,4643,1484,1524,1520,2648,2885,2987,3818,4093,4169,5224,5585,5601,8117,8493,8938,3835,4073,4192,5
401061022,Walkerville,122,291,442,6783,6390,6441,2020,2014,2059,4085,3789,3767,5461,5265,5153,7906,7475,7311,14191,13286,13847,5366,5274,5079,5
401071023,Goodwood - Millswood,277,631,1035,5448,5275,5150,1592,1689,1621,3032,3106,3008,4609,4557,4363,6403,6231,6055,11508,10752,10704,4542,4542,4383,5
401071024,Unley - Parkside,274,594,987,5062,5304,5394,1541,1693,1805,2973,3332,3371,4327,4544,4581,5906,6203,6262,10497,10719,10928,4390,4566,4597,5
402011025,Gawler - North,152,477,791,6305,5783,5576,2590,2263,2130,4150,3813,3664,5629,5287,5042,7738,6969,6747,11165,10484,10266,5551,5253,4989,6
402011026,Gawler - South,306,1004,1585,5082,5016,4722,1973,1813,1727,3289,3057,2855,4597,4281,3998,6154,5860,5551,9327,10051,9480,4615,4264,3980,5
402011027,Lewiston - Two Wells,132,364,530,7304,7724,6983,3120,3055,2746,4761,5157,4776,6460,7017,6233,8258,9288,8198,13705,14040,12961,6542,7090,6187,5
402021028,Craigmore - Blakeview,250,780,1346,4628,4212,3931,1819,1621,1458,3058,2699,2503,4168,3733,3459,5406,5013,4683,8689,7994,7537,4150,3746,3444,5
402021029,Davoren Park,142,428,715,4924,4267,3980,2007,1555,1554,3303,2718,2575,4397,3727,3456,5952,5119,4773,8841,8178,7543,4422,3762,3378,5
402021030,Elizabeth,79,270,464,5473,5096,4804,2271,2155,1993,3837,3486,3394,5040,4542,4400,6585,5947,5584,9434,9350,8621,5038,4516,4346,5
402021031,Elizabeth East,192,544,847,4848,4857,4608,1816,1929,1823,3306,3205,3017,4352,4240,4090,5888,5662,5482,8787,9221,8607,4332,4276,4078,5
402021032,Munno Para West - Angle Vale,127,373,635,7276,5998,5838,2354,1976,1947,4453,3837,3704,6680,5405,5198,8924,7525,6926,13737,11188,11413,6723,5337,5202,5
402021033,One Tree Hill,71,190,298,7336,6799,6976,2969,2985,2735,4852,4620,4416,6745,6022,5944,8614,8031,7962,13092,12338,13735,6966,6055,5923,5
402021034,Smithfield - Elizabeth North,112,330,562,5064,4687,4562,2167,1712,1705,3458,2952,2871,4692,4107,4100,5931,5733,5498,8914,8930,8604,4715,4122,4096,5
402021035,Virginia - Waterloo Corner,66,200,381,5316,5984,5733,2030,1873,1934,3811,3397,3386,4677,4484,4550,5870,6587,6741,9845,13577,11969,4658,4406,4505,5
402031036,Enfield - Blair Athol,238,641,1050,4297,3983,3828,1187,1370,1357,2504,2457,2425,3682,3529,3417,5427,4787,4549,8605,7743,7391,3622,3553,3426,5
402031037,Northgate - Oakden - Gilles Plains,312,1073,1715,4635,4366,4198,1837,1569,1514,3081,2719,2625,4125,3732,3639,5461,5133,5000,8619,8662,8213,4160,3759,3637,5
402031038,Windsor Gardens,246,711,1152,4240,4043,4003,1506,1364,1428,2498,2491,2531,3585,3602,3558,5052,5020,4819,8472,7711,7665,3542,3551,3569,5
402041039,Dry Creek - North,,,,,,,,,,,,,,,,,,,,,,,,,5
402041040,Ingle Farm,278,897,1400,4811,3987,3780,1878,1676,1524,3197,2693,2461,4392,3632,3320,5782,4680,4439,8748,7236,7154,4415,3618,3348,5
402041041,Para Hills,256,707,1191,4517,4183,4011,1699,1706,1556,2921,2778,2527,3872,3718,3442,5058,4950,4674,8948,7742,7840,3906,3708,3426,5
402041042,Parafield,,,,,,,,,,,,,,,,,,,,,,,,,5
402041043,Parafield Gardens,186,704,1142,4256,4163,3945,1648,1633,1572,2755,2713,2557,3565,3674,3454,4806,4834,4599,8394,7941,7528,3550,3682,3438,5
402041044,Paralowie,199,664,1141,4960,4584,4244,1760,1699,1605,3099,2972,2737,4416,4077,3707,6011,5571,5121,9434,8582,8033,4410,4047,3689,5
402041045,Pooraka,322,880,1391,4928,4742,4768,1586,1627,1645,2967,2972,2902,4297,4205,4164,5843,5667,5724,9878,9241,9388,4328,4175,4115,5
402041046,Salisbury,,,,,,,,,,,,,,,,,,,,,,,,,5
402041047,Salisbury East,242,956,1509,4773,4675,4332,1920,1816,1698,3251,2973,2751,4262,4029,3695,5622,5556,5041,8740,8979,8467,4138,4011,3645,5
402041048,Salisbury North,185,584,968,4802,4372,4165,1885,1682,1631,3012,2867,2655,4206,3792,3575,5821,5087,4824,9083,8409,8122,4241,3805,3536,5
402051049,Golden Grove,150,481,786,5241,5073,4774,1754,1742,1718,3033,3032,2884,4521,4408,4144,6359,6177,5736,10539,9953,9356,4509,4394,4133,5
402051050,Greenwith,156,419,714,5216,4484,4228,2075,1691,1558,3425,2771,2598,4363,3910,3673,5760,5229,5098,10293,8787,8193,4390,3877,3631,5
402051051,Highbury - Dernancourt,219,544,837,4925,4760,4766,2055,1864,1868,3320,3106,3030,4344,4110,4110,5646,5617,5567,9196,9077,9233,4369,4088,4123,5
402051052,Hope Valley - Modbury,216,717,1275,4772,4010,3702,1767,1478,1299,3265,2608,2296,4429,3560,3223,5602,4701,4367,8707,7680,7325,4466,3557,3222,5
402051053,Modbury Heights,382,1216,1843,4634,4432,4157,1879,1763,1639,3038,2860,2657,3947,3883,3669,5328,5187,4929,8932,8449,7880,3955,3857,3662,5
402051054,Redwood Park,258,780,1261,4861,4569,4368,1792,1742,1650,3078,2999,2796,4271,4092,3870,5811,5382,5160,9285,8628,8346,4183,4118,3868,5
402051055,St Agnes - Ridgehaven,268,710,1026,4779,4798,4485,1954,1883,1701,3309,3111,2844,4263,4163,3907,5548,5571,5277,8660,9236,8677,4309,4168,3918,5
403011056,Brighton (SA),248,655,1076,4798,4405,4421,1848,1735,1725,3079,2844,2853,4291,3874,3937,5825,5288,5226,8876,8287,8344,4313,3865,3902,5
403011057,Glenelg (SA),237,635,1054,5237,4757,4783,1947,1734,1633,3329,3046,2918,4536,4177,4094,6026,5652,5575,10256,9176,9681,4501,4182,4073,5
403021058,Edwardstown,122,378,688,4538,4211,4250,1613,1474,1514,2749,2647,2656,4045,3849,3759,5492,5194,5090,8641,7851,8207,4114,3874,3736,5
403021059,Hallett Cove,288,770,1302,4636,3992,3759,1798,1601,1510,2857,2517,2428,4142,3420,3350,5360,4790,4458,8965,7634,7039,4231,3399,3337,5
403021060,Marino - Seaview Downs,213,503,840,4812,4665,4589,1740,1728,1655,3039,2901,2922,4240,4032,4034,5791,5466,5384,9166,9162,8949,4226,4042,4067,5
403021061,Mitchell Park,211,580,961,4373,4109,3932,1668,1582,1518,2872,2646,2552,3938,3514,3416,4952,4761,4671,8341,8040,7486,3965,3496,3405,5
403021062,Morphettville,161,449,814,4193,4023,4013,1516,1493,1473,2838,2625,2578,3643,3553,3472,4807,4778,4624,8038,7636,7903,3671,3572,3476,5
403021063,Sheidow Park - Trott Park,200,649,1011,4591,4689,4524,1948,1761,1811,3079,3039,2947,4227,4231,4085,5587,5657,5402,8111,8736,8356,4212,4250,4081,5
403021064,Warradale,192,481,850,4163,3965,3936,1457,1636,1561,2712,2617,2573,3635,3433,3376,4923,4601,4581,8001,7498,7592,3666,3398,3376,5
403031065,Belair,109,214,355,7124,7115,6719,2730,2747,2746,5077,4924,4634,6769,6534,6225,8516,8423,8030,12330,12703,11831,6807,6551,6220,5
403031066,Bellevue Heights,168,344,564,5395,5214,5063,1955,1959,1974,3345,3318,3307,4573,4707,4488,6535,6300,6116,10443,9738,9401,4549,4793,4515,5
403031067,Blackwood,219,499,802,5675,5718,5773,2222,2329,2283,3724,3882,3904,4908,5211,5196,6498,6688,6881,10910,10444,10574,4864,5201,5187,5
403031068,Colonel Light Gardens,213,539,923,5030,4803,4772,1901,1841,1744,3135,3168,3029,4262,4207,4259,6083,5808,5828,9681,8966,8981,4162,4188,4239,5
403031069,Mitcham (SA),275,611,1005,5634,5515,5753,2008,1986,1945,3654,3518,3587,4871,4846,4962,6430,6410,6623,11209,10771,11647,4851,4824,4932,5
403031070,Panorama,104,382,642,4982,4528,4431,2121,1886,1792,3343,3038,2892,4566,4027,3905,5904,5344,5118,8838,8304,8422,4609,4041,3878,5
403041071,Aberfoyle Park,177,528,1070,5000,4456,4079,1707,1629,1496,3140,2868,2621,4054,3844,3496,5907,5113,4708,10072,8793,8076,3923,3837,3463,5
403041072,Aldinga,450,1013,1518,4146,4167,4179,1138,1298,1347,2427,2495,2652,3583,3725,3757,4954,5036,4966,8627,8265,8162,3613,3729,3759,5
403041073,Christie Downs,130,401,677,3627,3661,3420,1172,1296,1266,2173,2293,2169,3114,3174,2952,4283,4334,4082,7393,7163,6612,3095,3179,2939,5
403041074,Christies Beach,172,486,813,4144,3881,3738,1389,1352,1393,2531,2411,2316,3478,3346,3185,4909,4665,4437,8313,7591,7340,3446,3301,3155,5
403041075,Clarendon,89,188,293,6159,6453,6997,2527,2101,2364,4235,3986,4272,5707,5486,5871,7309,7272,7617,10629,12345,14644,5827,5588,5933,5
403041076,Coromandel Valley,70,198,346,5436,5933,5763,1819,2325,2217,3710,3945,3875,4806,5405,5216,6805,7157,6825,10041,10732,10611,4706,5411,5248,5
403041077,Flagstaff Hill,185,555,910,5577,5117,5034,2103,2068,2029,3756,3448,3352,5121,4620,4469,6784,6108,5885,10121,9339,9437,5077,4589,4460,5
403041078,Hackham - Onkaparinga Hills,123,339,618,5551,5117,4673,1969,1744,1683,3423,3074,2865,4880,4251,3891,6356,5758,5277,10954,10708,9617,4968,4211,3893,5
403041079,Hackham West - Huntfield Heights,108,321,587,4510,4066,4036,1657,1533,1562,3012,2541,2543,3984,3452,3431,5171,4813,4596,8572,7934,8021,3944,3460,3446,5
403041080,Happy Valley,238,791,1367,4341,4088,4000,1455,1605,1640,2686,2639,2618,3797,3597,3499,5248,4921,4693,8448,7657,7537,3717,3604,3481,5
403041081,Happy Valley Reservoir,,,,,,,,,,,,,,,,,,,,,,,,,5
403041082,Lonsdale,3,3,5,5637,4841,4168,,,,,,,,,,,,,,,,6077,5297,4508,5
403041083,McLaren Vale,242,487,730,5495,5483,5629,2615,2327,2332,3917,3770,3845,4857,4989,5026,6212,6318,6494,9798,9970,10449,4828,4998,5037,5
403041084,Morphett Vale - East,264,711,1206,4157,4024,3789,1642,1579,1493,2754,2687,2501,3728,3609,3329,4896,4730,4461,7720,7492,7148,3754,3579,3315,5
403041085,Morphett Vale - West,133,462,760,4173,3922,3809,1536,1435,1456,2427,2427,2352,3382,3245,3300,4961,4471,4580,8430,7996,7356,3367,3256,3282,5
403041086,Reynella,231,641,1044,4097,4020,3854,1605,1633,1556,2538,2618,2510,3521,3510,3371,4792,4712,4457,7945,7599,7363,3562,3483,3357,5
403041087,Seaford (SA),418,1061,1917,4420,3795,3708,1779,1437,1386,2949,2458,2318,3950,3325,3182,5254,4535,4397,8132,7201,7249,3970,3294,3184,5
403041088,Willunga,147,324,465,5966,5877,5829,1805,2001,2163,3708,3777,3705,5551,5269,5198,7343,6980,6962,11253,11297,11118,5699,5313,5237,5
403041089,Woodcroft,202,689,1123,4692,4273,3978,1901,1747,1650,3063,2928,2648,4227,3823,3503,5666,5016,4674,8518,7831,7404,4290,3795,3466,5
404011090,Beverley,68,216,348,4708,4710,4495,1345,1517,1511,2581,2796,2842,3910,4019,3934,6177,5669,5444,9231,9438,8695,3775,4037,3928,5
404011091,Flinders Park,141,379,780,4931,4230,4168,1730,1543,1544,3271,2747,2762,4390,3713,3746,5600,4896,4947,9498,8217,7840,4363,3743,3757,5
404011092,Henley Beach,227,639,1034,5096,4964,4791,1874,1869,1856,3215,3184,3131,4426,4393,4274,5984,5979,5709,9888,9370,8969,4386,4414,4283,5
404011093,Hindmarsh - Brompton,214,536,888,4326,4085,4045,1467,1466,1458,2653,2593,2527,3667,3638,3511,5238,4830,4896,8540,7865,7815,3726,3659,3498,5
404011094,Royal Park - Hendon - Albert Park,56,178,295,4829,4806,4167,1871,1791,1557,3148,3093,2732,4101,4254,3660,5017,5536,4868,9577,9256,8019,4392,4244,3684,5
404011095,Seaton - Grange,282,651,1092,4370,4173,4030,1765,1642,1618,2776,2725,2643,3660,3596,3494,4926,4875,4675,8660,7998,7708,3654,3581,3517,5
404011096,West Lakes,244,782,1198,4807,4701,4426,1802,1778,1661,3099,2991,2840,4217,4108,3867,5620,5585,5205,9233,9017,8541,4196,4074,3823,5
404011097,Woodville - Cheltenham,165,526,895,4742,4338,4208,1608,1527,1509,3091,2787,2664,4165,3733,3687,5675,5103,4934,9173,8501,8246,4194,3714,3656,5
404021098,Dry Creek - South,,,,,,,,,,,,,,,,,,,,,,,,,5
404021099,Largs Bay - Semaphore,350,783,1131,4104,4001,3913,1259,1304,1296,2493,2386,2417,3468,3406,3428,4702,4818,4683,8595,8072,7723,3481,3394,3412,5
404021100,North Haven,292,707,1218,4577,3981,3818,1877,1408,1394,3106,2459,2462,4023,3450,3372,5220,4690,4603,8598,7874,7247,4016,3483,3370,5
404021101,Port Adelaide,176,394,646,4006,3759,3681,1695,1500,1358,2609,2379,2283,3444,3282,3184,4649,4554,4364,7531,7053,7190,3420,3280,3204,5
404021102,The Parks,133,447,900,4482,4181,3973,1316,1512,1455,2942,2785,2582,3964,3822,3495,5517,5066,4760,8535,7683,7572,3959,3811,3476,5
404021103,Torrens Island,,,,,,,,,,,,,,,,,,,,,,,,,5
404031104,Adelaide Airport,,,,,,,,,,,,,,,,,,,,,,,,,5
404031105,Fulham,40,102,175,4899,4567,4593,2046,1840,1727,3265,3012,2920,4060,3905,4263,6002,5375,5631,9121,8536,8426,4140,3903,4252,5
404031106,Lockleys,148,357,668,4871,4547,4492,2055,1796,1821,3266,2938,2975,4349,3993,3977,5693,5452,5310,8882,8507,8354,4272,4000,3968,5
404031107,Plympton,202,687,1205,4618,4453,4309,1613,1708,1641,2982,2909,2806,4087,4006,3845,5443,5266,5128,8871,8352,8122,4152,4007,3833,5
404031108,Richmond (SA),172,448,732,4524,4452,4368,1424,1464,1519,2662,2724,2731,4009,3866,3850,5471,5165,5289,8941,9003,8428,3993,3866,3831,5
404031109,West Beach,84,197,357,4642,4457,4527,1704,1539,1701,2968,2878,2956,4003,3918,3898,5661,5380,5359,8699,8479,8671,4108,3835,3837,5
405011110,Barossa - Angaston,205,370,590,6290,6072,5743,2320,2342,1982,4021,4016,3731,5355,5354,5036,7159,7060,6818,12596,11588,11147,5282,5338,4988,6
405011111,Light,181,463,772,6145,5824,5541,2299,2222,2226,4044,3931,3848,5556,5322,5075,7297,6837,6521,11382,10666,9979,5431,5328,5060,6
405011112,Lyndoch,180,432,630,6255,6213,6207,2460,2399,2462,4316,4342,4252,5550,5697,5614,7084,7323,7190,11865,11251,11481,5525,5701,5552,6
405011113,Mallala,69,214,340,5362,5492,5489,1583,1851,1568,3771,3631,3536,4764,4942,5060,6228,6526,6838,10192,10425,10441,4793,4931,5077,5
405011114,Nuriootpa,168,402,615,5692,5888,5631,2209,2466,2249,3673,3990,3840,5017,5185,5021,6673,6798,6526,10766,10947,10518,5082,5187,5015,6
405011115,Tanunda,128,244,417,6313,5975,6017,2799,2529,2541,4426,4081,4166,5687,5361,5377,7435,7069,7104,11061,10765,10844,5683,5366,5342,6
405021116,Clare,82,203,327,6615,6327,6014,3157,2604,2434,4618,4328,4206,5755,5570,5221,6860,7066,7010,12381,11958,11134,5786,5702,5171,6
405021117,Gilbert Valley,93,257,444,5810,5625,5338,2045,2156,1920,3716,3746,3621,5209,5108,4786,7177,6546,6219,10674,10485,10104,5316,5193,4800,6
405021118,Goyder,58,158,269,4988,5215,5283,1313,1664,1577,3004,3522,3291,4613,4761,4719,5958,6434,6263,9715,9569,10365,4640,4722,4727,6
405021119,Wakefield - Barunga West,200,502,896,5449,5673,5466,1968,1939,1777,3647,3857,3602,4821,5165,4925,6580,6742,6477,10227,10617,10523,4861,5114,4910,5
405031120,Jamestown,89,188,382,6034,5461,5270,2101,1661,1716,3634,3598,3492,5055,4995,4838,6864,6593,6265,11593,10119,9966,5171,5005,4885,6
405031121,Peterborough - Mount Remarkable,98,243,519,4908,4871,4729,1336,1524,1370,3340,3336,3167,4476,4371,4298,5751,5500,5775,9379,9201,8973,4535,4498,4295,5
405031122,Port Pirie,113,487,1118,5597,5044,4502,1928,1747,1654,3382,3174,2846,4981,4521,3969,6589,6135,5428,10920,9600,8598,5044,4466,3910,4
405031123,Port Pirie Region,70,158,314,5941,6126,5717,,2180,2272,,4179,3868,,5576,5268,,7382,6908,,11169,10217,5468,5584,5271,4
405041124,Kadina,55,183,384,5889,6047,5827,2824,2167,2293,4033,4138,3840,5106,5524,5237,6421,7110,6799,11059,11177,10921,5012,5601,5218,5
405041125,Moonta,114,389,753,4954,4298,4036,1713,1319,1130,3154,2833,2571,4540,3951,3664,5755,5209,4876,9467,8140,7916,4622,3974,3640,5
405041126,Wallaroo,74,273,543,4995,4238,3868,1423,1133,1060,3294,2859,2392,4544,4078,3516,5962,5336,4720,9511,7725,7620,4458,3997,3534,5
405041127,Yorke Peninsula - North,184,571,1083,4806,4157,3953,1727,1003,1019,3221,2479,2338,4523,3776,3539,5757,5203,4893,8720,8286,7963,4516,3787,3531,5
405041128,Yorke Peninsula - South,114,408,838,4053,3733,3518,1262,925,888,2368,2157,2000,3550,3461,3140,4874,4743,4362,8087,7340,7182,3692,3501,3182,5
406011129,Ceduna,40,105,178,6293,6147,5761,2569,2450,2431,4373,4204,4082,5924,5558,5227,7506,7141,6716,11094,11382,10240,5972,5724,5217,5
406011130,Eyre Peninsula,95,350,623,4925,5159,4911,1426,1843,1517,3648,3685,3251,4525,4928,4430,5705,6279,5897,9321,9060,9431,4457,4916,4393,5
406011131,Kimba - Cleve - Franklin Harbour,37,149,367,6366,5401,5166,2074,1708,1504,4021,3713,3465,5217,4969,4695,7697,6364,6393,12156,10128,9717,4999,5129,4662,5
406011132,Le Hunte - Elliston,5,41,130,4323,5772,5167,,2033,1251,,3721,3142,,5491,4566,,6813,5995,,10240,10880,3063,5516,4383,5
406011133,Port Lincoln,93,490,933,5940,5537,5032,1717,2120,2063,3758,3733,3533,5040,4904,4482,6670,6360,5768,12247,10570,9296,4991,4955,4475,5
406011134,West Coast (SA),23,87,202,4666,5346,5137,,1334,1319,,3271,3046,,4468,4568,,6584,6464,,10806,10178,4774,4563,4584,5
406011135,Western,,,,,,,,,,,,,,,,,,,,,,,,,4
406011136,Whyalla,348,955,1728,5283,5099,4890,2159,1984,1909,3758,3438,3279,4875,4673,4432,6237,6202,5820,9337,9200,8998,4820,4678,4438,4
406011137,Whyalla - North,,,,,,,,,,,,,,,,,,,,,,,,,4
406021138,APY Lands,,,,,,,,,,,,,,,,,,,,,,,,,4
406021139,Coober Pedy,,,,,,,,,,,,,,,,,,,,,,,,,4
406021140,Flinders Ranges,,98,221,,5275,4964,,1615,1326,,3513,3333,,4812,4616,,6139,5989,,9960,8814,,5000,4727,5
406021141,Outback,,6,10,,3969,3421,,,,,,,,,,,,,,,,,2331,3178,4
406021142,Port Augusta,159,596,1164,6368,6069,5597,2506,2399,2240,4330,4265,3926,6056,5646,5137,7631,7260,6644,11196,10736,10025,6068,5572,5132,4
406021143,Roxby Downs,,,,,,,,,,,,,,,,,,,,,,,,,4
407011144,Goolwa - Port Elliot,654,1346,1992,4655,4010,3725,1931,1378,1218,3378,2747,2459,4320,3721,3409,5345,4778,4449,8283,7414,7086,4336,3728,3427,6
407011145,Kangaroo Island,132,337,444,4224,4325,3862,999,1139,1017,2588,2865,2473,3869,3944,3485,4895,5085,4619,8615,8534,7685,3858,3922,3466,6
407011146,Strathalbyn,182,439,680,5605,5512,5281,2155,2159,2098,3720,3823,3676,5164,5171,4923,6897,6558,6296,9979,9808,9410,5140,5172,4908,6
407011147,Strathalbyn Region,230,462,756,5426,5584,5359,1789,1763,1544,3478,3506,3369,5008,4937,4787,6471,6867,6442,10236,10720,10569,5088,4857,4784,6
